(9, 5);(4, 6);0
(4, 10);(10, 6);0
(8, 5);(2, 5);0
(9, 13);(10, 12);0
(7, 4);(6, 5);0
(10, 11);(3, 5);0
(4, 7);(2, 13);0
(1, 8);(1, 7);0
(1, 11);(1, 4);4
(7, 6);(6, 9);5
(1, 13);(9, 1);7
(1, 2);(3, 1);15
(1, 1);(10, 3);16
(10, 2);(2, 1);21
(2, 9);(1, 3);24
(6, 13);(10, 11);27
(4, 6);(6, 9);29
(9, 5);(8, 5);29
(7, 4);(1, 7);31
(2, 13);(1, 4);34
(10, 13);(4, 7);36
(2, 1);(9, 9);39
(1, 13);(5, 5);39
(10, 6);(8, 13);40
(7, 10);(6, 1);44
(3, 13);(1, 11);48
(10, 7);(1, 6);52
(1, 10);(10, 8);53
(10, 2);(7, 3);56
(5, 9);(8, 9);60
(10, 4);(10, 11);64
(4, 11);(1, 3);65
(3, 13);(9, 13);65
(1, 10);(10, 12);66
(1, 11);(1, 7);66
(1, 2);(1, 12);71
(7, 2);(7, 7);79
(7, 6);(8, 5);84
(1, 13);(8, 13);87
(7, 11);(10, 11);87
(7, 3);(5, 9);87
(10, 6);(6, 9);90
(4, 4);(10, 1);93
(9, 5);(4, 2);95
(6, 13);(1, 1);98
(4, 7);(7, 8);99
(9, 1);(1, 4);101
(5, 1);(10, 2);105
(10, 6);(2, 1);105
(5, 5);(7, 11);107
(10, 10);(7, 12);109
(8, 5);(1, 7);112
(5, 9);(6, 1);113
(7, 6);(1, 10);113
(10, 4);(4, 4);116
(2, 13);(8, 9);119
(9, 13);(10, 11);122
(7, 12);(7, 8);124
(4, 7);(2, 9);129
(1, 10);(7, 10);130
(4, 3);(1, 12);131
(1, 7);(2, 5);131
(8, 13);(7, 2);137
(10, 10);(10, 7);138
(3, 1);(10, 13);142
(4, 12);(4, 4);142
(7, 4);(4, 11);143
(3, 9);(10, 8);149
(1, 11);(3, 5);152
(1, 3);(10, 3);155
(10, 7);(7, 8);155
(9, 1);(10, 10);157
(5, 9);(4, 12);162
(8, 5);(4, 6);163
(4, 3);(10, 1);163
(2, 5);(2, 1);164
(1, 6);(10, 2);166
(7, 10);(7, 8);170
(1, 12);(6, 13);170
(4, 7);(1, 2);172
(3, 13);(1, 10);174
(7, 3);(9, 5);177
(1, 11);(2, 13);179
(10, 12);(5, 1);185
(4, 6);(10, 4);186
(4, 10);(6, 5);187
(1, 7);(7, 11);187
(6, 1);(9, 9);188
(9, 1);(10, 2);189
(7, 2);(1, 1);190
(1, 8);(7, 7);201
(7, 4);(1, 4);203
(10, 11);(3, 13);204
(5, 13);(4, 3);205
(10, 7);(7, 10);207
(6, 5);(10, 6);208
(7, 3);(8, 5);209
(1, 12);(2, 1);212
(5, 9);(8, 9);213
(10, 11);(4, 10);214
(4, 11);(10, 10);219
(10, 1);(6, 1);220
(5, 5);(9, 9);221
(7, 10);(7, 2);222
(8, 1);(7, 3);224
(1, 2);(4, 7);228
(10, 12);(8, 5);231
(3, 9);(4, 4);232
(10, 8);(6, 9);236
(7, 4);(10, 4);236
(5, 1);(2, 9);240
(1, 1);(7, 7);241
(4, 12);(7, 6);243
(5, 9);(2, 1);247
(8, 5);(7, 2);248
(3, 13);(4, 8);251
(4, 11);(1, 11);253
(3, 9);(10, 6);253
(8, 13);(3, 5);256
(6, 13);(10, 1);258
(6, 1);(8, 5);259
(7, 4);(7, 10);268
(2, 13);(10, 10);269
(1, 10);(3, 1);270
(6, 1);(10, 2);270
(1, 7);(1, 2);272
(3, 5);(1, 4);278
(3, 13);(2, 1);279
(7, 3);(9, 1);281
(7, 6);(6, 5);282
(1, 8);(10, 3);283
(3, 9);(10, 1);289
(1, 1);(1, 10);290
(9, 9);(8, 5);292
(6, 9);(10, 11);299
(7, 4);(3, 5);301
(4, 3);(7, 3);302
(7, 6);(1, 10);306
(7, 10);(7, 11);306
(1, 3);(1, 2);309
(5, 5);(4, 4);312
(10, 12);(2, 9);315
(7, 4);(8, 13);315
(4, 8);(1, 11);317
(1, 1);(2, 5);317
(9, 13);(4, 10);320
(7, 10);(3, 5);322
(8, 1);(7, 8);326
(10, 2);(5, 13);326
(1, 3);(8, 5);327
(10, 3);(7, 12);334
(5, 5);(3, 1);337
(4, 3);(2, 5);339
(7, 4);(2, 13);339
(4, 10);(10, 13);340
(4, 11);(1, 12);345
(7, 6);(10, 4);347
(1, 11);(1, 1);349
(10, 1);(7, 8);352
(9, 1);(3, 5);354
(1, 6);(4, 2);354
(6, 5);(4, 11);356
(8, 9);(10, 11);368
(2, 9);(5, 9);370
(8, 13);(1, 3);370
(3, 13);(1, 7);372
(8, 5);(7, 12);372
(4, 8);(4, 6);376
(2, 5);(10, 8);377
(6, 13);(4, 2);382
(4, 6);(10, 2);383
(9, 13);(4, 8);387
(3, 13);(2, 1);387
(9, 5);(10, 10);390
(1, 6);(4, 3);391
(1, 13);(3, 5);393
(3, 9);(10, 4);396
(3, 1);(7, 8);399
(1, 3);(1, 12);404
(9, 5);(1, 4);404
(9, 1);(1, 6);407
(8, 5);(9, 13);408
(2, 13);(2, 9);414
(6, 9);(5, 5);416
(5, 1);(1, 10);420
(10, 6);(6, 1);421
(7, 3);(7, 4);423
(4, 12);(8, 13);423
(10, 10);(2, 13);423
(4, 11);(1, 8);428
(3, 13);(10, 13);431
(4, 2);(7, 6);433
(10, 12);(1, 11);434
(5, 5);(10, 7);437
(1, 2);(8, 5);440
(10, 10);(6, 5);444
(8, 13);(10, 3);448
(4, 8);(10, 2);449
(8, 1);(3, 9);452
(8, 5);(1, 12);454
(1, 13);(6, 9);454
(7, 2);(2, 13);455
(1, 8);(4, 3);460
(10, 13);(1, 6);461
(9, 9);(1, 4);465
(6, 5);(4, 4);468
(10, 12);(7, 8);469
(4, 6);(5, 5);473
(5, 1);(1, 1);478
(8, 9);(10, 11);480
(10, 6);(3, 13);481
(5, 9);(9, 5);483
(10, 4);(3, 1);484
(4, 10);(10, 3);487
(2, 5);(3, 9);493
(10, 8);(4, 3);495
(9, 1);(7, 7);497
(10, 11);(5, 5);497
(9, 13);(4, 2);498
(6, 9);(7, 12);505
(10, 1);(1, 4);505
(1, 2);(3, 5);509
(5, 13);(8, 13);511
(10, 12);(4, 11);512
(8, 1);(1, 12);516
(3, 13);(4, 6);517
(10, 4);(2, 5);520
(8, 9);(5, 9);520
(1, 11);(5, 1);525
(10, 2);(6, 5);528
(7, 6);(8, 9);528
(8, 13);(7, 7);533
(6, 1);(7, 3);538
(3, 9);(1, 7);539
(9, 13);(4, 11);542
(7, 10);(1, 13);543
(4, 8);(7, 4);544
